,ID,Fuel type,Engine volume,Cylinders,Gear box type,Leather interior,Airbags,Drive wheels,Wheel
11132,45625034,Petrol,4.4,8.0,Automatic,Yes,0,4x4,Left wheel
11133,42624907,Petrol,5.5,8.0,Tiptronic,Yes,12,Rear,Left wheel
11134,45659940,Petrol,4.6,8.0,Automatic,Yes,0,4x4,Left wheel
11135,45333658,Diesel,3,6.0,Automatic,Yes,8,4x4,Left wheel
11136,45656060,Hybrid,3.5,6.0,Automatic,Yes,12,4x4,Left wheel
11137,45769584,Petrol,4.6,8.0,Automatic,Yes,12,4x4,Left wheel
11138,43054308,LPG,4.7,8.0,Tiptronic,Yes,12,4x4,Left wheel
11139,45774219,Petrol,2.5,4.0,Automatic,Yes,12,Front,Left wheel
11140,45767344,Diesel,3.5,6.0,Automatic,Yes,12,4x4,Left wheel
11141,45774471,Diesel,2.0 Turbo,4.0,Tiptronic,Yes,0,Front,Left wheel
11142,45802036,Petrol,2,4.0,Automatic,Yes,4,Front,Left wheel
11143,45813709,Diesel,2,4.0,Automatic,Yes,0,Front,Left wheel
11144,45761023,CNG,2,4.0,Manual,No,2,Rear,Left wheel
11145,45651782,Hybrid,2.4,4.0,Automatic,Yes,0,Front,Left wheel
11146,43499765,Petrol,1.5,4.0,Manual,No,0,Front,Right-hand drive
11147,45522033,Petrol,1.8 Turbo,4.0,Tiptronic,Yes,12,Front,Left wheel
11148,45803135,Petrol,2,4.0,Automatic,Yes,4,Front,Left wheel
11149,45750905,Hybrid,1.5,4.0,Variator,No,6,Front,Right-hand drive
11150,45642968,Petrol,2.0 Turbo,4.0,Tiptronic,Yes,12,Rear,Left wheel
11151,35108811,Hybrid,1.5,4.0,Automatic,Yes,4,Front,Right-hand drive
11152,45771453,Petrol,2,4.0,Automatic,Yes,12,Rear,Left wheel
11153,45803712,Diesel,2,4.0,Automatic,Yes,4,Front,Left wheel
11154,45771087,Hybrid,1.8,4.0,Automatic,Yes,12,Front,Left wheel
11155,39836483,Hybrid,2.5,4.0,Tiptronic,No,12,Front,Left wheel
11156,44131728,Diesel,2.7 Turbo,4.0,Tiptronic,No,4,Rear,Left wheel
11157,45812662,Petrol,1.4,4.0,Automatic,Yes,12,Front,Left wheel
11158,32089280,Hybrid,1.5,2.0,Automatic,No,0,Rear,Right-hand drive
11159,45801467,Diesel,2.5 Turbo,4.0,Manual,No,1,Rear,Left wheel
11160,45770238,Petrol,1.6,4.0,Automatic,Yes,0,4x4,Left wheel
11161,45767160,Petrol,1.3,4.0,Automatic,No,10,Front,Right-hand drive
11162,45815352,Petrol,3.5,6.0,Automatic,Yes,12,4x4,Left wheel
11163,45782023,Diesel,2.0 Turbo,4.0,Manual,No,2,Front,Left wheel
11164,45802863,Diesel,2,4.0,Automatic,Yes,4,Front,Left wheel
11165,45776662,Petrol,2.0 Turbo,4.0,Tiptronic,Yes,10,Rear,Left wheel
11166,43447078,Petrol,3.5,6.0,Tiptronic,Yes,6,Rear,Left wheel
11167,45655644,Hybrid,3.3,6.0,Automatic,Yes,12,4x4,Left wheel
11168,45726988,Petrol,2.5,4.0,Automatic,Yes,12,Front,Left wheel
11169,45800545,Petrol,2.5,5.0,Tiptronic,Yes,6,Front,Left wheel
11170,45773176,Petrol,2,4.0,Automatic,Yes,0,4x4,Left wheel
11171,45809420,Diesel,2.2,4.0,Automatic,Yes,4,Front,Left wheel
11172,45801761,Petrol,1.6,4.0,Automatic,Yes,4,Front,Left wheel
11173,45789029,Petrol,4,8.0,Tiptronic,Yes,8,4x4,Left wheel
11174,45801510,LPG,1.6,4.0,Automatic,Yes,4,Front,Left wheel
11175,45772255,Petrol,2,4.0,Automatic,Yes,0,4x4,Left wheel
11176,45731403,Diesel,2.5,4.0,Automatic,Yes,4,Front,Left wheel
11177,45808774,Petrol,1.8,4.0,Automatic,No,10,Front,Left wheel
11178,45816461,Petrol,3.5,5.0,Automatic,Yes,6,4x4,Left wheel
11179,45759934,Petrol,2.6,6.0,Tiptronic,Yes,6,Rear,Right-hand drive
11180,45771872,Hybrid,1.5,4.0,Automatic,Yes,12,Front,Left wheel
11181,45786239,Hybrid,1.8 Turbo,4.0,Automatic,No,10,Front,Left wheel
11182,45654604,Hybrid,3.5,6.0,Automatic,Yes,12,4x4,Left wheel
11183,45771066,Petrol,2.5,4.0,Automatic,Yes,12,Front,Left wheel
11184,45805901,Diesel,2.2 Turbo,4.0,Automatic,No,4,Front,Left wheel
11185,45789441,Petrol,3.5,6.0,Tiptronic,Yes,0,4x4,Left wheel
11186,45776829,Petrol,5,8.0,Tiptronic,Yes,0,Rear,Left wheel
11187,45601345,Hybrid,2,4.0,Automatic,Yes,10,Front,Left wheel
11188,45776747,Petrol,4.3,8.0,Tiptronic,Yes,0,Rear,Left wheel
11189,45648650,Diesel,4.6,8.0,Automatic,Yes,12,4x4,Left wheel
11190,45760198,Petrol,4.6,8.0,Automatic,Yes,0,4x4,Left wheel
11191,45800067,Petrol,2,4.0,Tiptronic,No,8,4x4,Left wheel
11192,45732746,LPG,2,4.0,Automatic,Yes,4,Front,Left wheel
11193,45730213,Petrol,1.6,4.0,Automatic,Yes,4,Front,Left wheel
11194,45642418,Hybrid,2.5,4.0,Automatic,Yes,12,Front,Left wheel
11195,45801882,Petrol,1.6,4.0,Manual,No,4,Front,Left wheel
11196,45653861,Diesel,3,6.0,Automatic,Yes,0,4x4,Left wheel
11197,45773337,Hybrid,2.5,4.0,Automatic,Yes,12,Front,Left wheel
11198,45732614,Diesel,2,4.0,Automatic,Yes,4,Front,Left wheel
11199,45778121,Petrol,1.5 Turbo,4.0,Automatic,Yes,12,Front,Left wheel
11200,45769256,Diesel,3,6.0,Automatic,Yes,12,Rear,Left wheel
11201,45793385,Petrol,2.0 Turbo,4.0,Tiptronic,No,8,4x4,Left wheel
11202,45715109,Hybrid,1.5,4.0,Automatic,No,2,Front,Right-hand drive
11203,45769790,Petrol,2,4.0,Automatic,Yes,12,Rear,Left wheel
11204,45804878,Petrol,3.0 Turbo,6.0,Tiptronic,Yes,8,Rear,Left wheel
11205,45802138,Hybrid,1.3,4.0,Tiptronic,No,8,Front,Left wheel
11206,45774087,Diesel,3.5,6.0,Automatic,Yes,12,4x4,Left wheel
11207,45525050,Hybrid,3.5,6.0,Automatic,Yes,12,4x4,Left wheel
11208,45651235,Hybrid,2.5,4.0,Automatic,Yes,12,Front,Left wheel
11209,45815368,Petrol,1.7,4.0,Automatic,No,4,Front,Right-hand drive
11210,45763916,Petrol,4.6,8.0,Automatic,Yes,0,4x4,Left wheel
11211,45762384,Petrol,1.8,4.0,Automatic,Yes,6,Front,Left wheel
11212,44732673,Hybrid,1.5,4.0,Automatic,No,4,4x4,Right-hand drive
11213,45803430,LPG,2,4.0,Automatic,Yes,4,Front,Left wheel
11214,45795872,Petrol,1.3,4.0,Manual,No,2,Front,Left wheel
11215,45767346,Hybrid,1.5,4.0,Automatic,Yes,0,Front,Left wheel
11216,45804286,CNG,2,4.0,Manual,No,2,Front,Left wheel
11217,45771576,Petrol,3.5,6.0,Automatic,Yes,12,Front,Left wheel
11218,45728515,Diesel,2,4.0,Automatic,Yes,4,Front,Left wheel
11219,20746880,Petrol,2.4,4.0,Automatic,Yes,0,Rear,Left wheel
11220,45781636,Diesel,2.5,4.0,Manual,No,8,Rear,Left wheel
11221,45797001,Diesel,2.5,4.0,Automatic,Yes,4,Front,Left wheel
11222,45789223,Petrol,1.5,4.0,Variator,No,5,Front,Right-hand drive
11223,45646633,Hybrid,2.5,4.0,Automatic,Yes,12,Front,Left wheel
11224,45810482,Petrol,4.4 Turbo,8.0,Tiptronic,Yes,12,4x4,Left wheel
11225,45644937,Hybrid,3.3,6.0,Automatic,Yes,12,4x4,Left wheel
11226,45533321,Hybrid,1.8,4.0,Automatic,Yes,8,Front,Left wheel
11227,45738743,Petrol,1.4,4.0,Manual,No,6,Front,Left wheel
11228,45763895,Petrol,4.6,8.0,Automatic,Yes,0,4x4,Left wheel
11229,45781789,Petrol,2,4.0,Tiptronic,No,8,Front,Left wheel
11230,42296779,Diesel,3.0 Turbo,6.0,Automatic,No,12,4x4,Left wheel
11231,45729666,Petrol,1.6,4.0,Automatic,Yes,4,Front,Left wheel
11232,45730261,Diesel,1.6,4.0,Automatic,Yes,4,Front,Left wheel
11233,45779171,Petrol,3,6.0,Automatic,Yes,6,Front,Left wheel
11234,44682053,Diesel,1.5 Turbo,4.0,Manual,No,4,Front,Left wheel
11235,45769415,Petrol,1.8,4.0,Automatic,Yes,12,Front,Left wheel
11236,45804295,Petrol,2.4,4.0,Automatic,Yes,4,Front,Left wheel
11237,45073672,Diesel,2.2,4.0,Tiptronic,No,8,Rear,Left wheel
11238,45627200,Petrol,1.4 Turbo,4.0,Tiptronic,No,10,Front,Left wheel
11239,45806511,Petrol,2,4.0,Tiptronic,No,4,4x4,Right-hand drive
11240,44382574,Hybrid,1.5,4.0,Tiptronic,No,0,Front,Right-hand drive
11241,45767924,Hybrid,1.3,4.0,Automatic,Yes,0,Front,Left wheel
11242,45770002,Petrol,2,4.0,Automatic,Yes,12,4x4,Left wheel
11243,45802613,Petrol,1.4,4.0,Manual,No,0,Front,Left wheel
11244,45444566,Petrol,2.5,4.0,Tiptronic,No,12,4x4,Left wheel
11245,45729880,Diesel,2,4.0,Automatic,Yes,4,Front,Left wheel
11246,45789832,Diesel,2,4.0,Automatic,Yes,4,Front,Left wheel
11247,45781858,Petrol,2.0 Turbo,6.0,Tiptronic,Yes,12,4x4,Left wheel
11248,45775425,Petrol,2.3,5.0,Manual,No,4,Front,Left wheel
11249,45804167,Diesel,2,4.0,Automatic,Yes,4,Front,Left wheel
11250,45776848,Hybrid,1.5,4.0,Automatic,Yes,4,Front,Left wheel
11251,36853378,Diesel,3.0 Turbo,6.0,Tiptronic,Yes,12,4x4,Left wheel
11252,45798197,Petrol,1.6,4.0,Automatic,Yes,4,Front,Left wheel
11253,45769557,Petrol,2.0 Turbo,4.0,Automatic,No,2,4x4,Right-hand drive
11254,45730670,Petrol,1.6,4.0,Automatic,Yes,4,Front,Left wheel
11255,45788550,Hybrid,1.5,4.0,Automatic,No,6,Front,Left wheel
11256,45773925,Petrol,3,6.0,Automatic,Yes,12,4x4,Left wheel
11257,45629682,Petrol,2,4.0,Automatic,Yes,0,4x4,Left wheel
11258,45809334,Hybrid,1.5,4.0,Automatic,Yes,4,Front,Left wheel
11259,45648060,Hybrid,2.5,4.0,Automatic,Yes,12,Front,Left wheel
11260,45810273,Petrol,2,4.0,Automatic,Yes,4,Front,Left wheel
11261,45065013,Petrol,1.4,4.0,Automatic,Yes,8,Front,Left wheel
11262,45793103,Diesel,2.0 Turbo,4.0,Tiptronic,Yes,12,4x4,Left wheel
11263,44644158,Petrol,1.6,4.0,Manual,No,4,Front,Left wheel
11264,45792274,Petrol,2,4.0,Automatic,Yes,12,Front,Left wheel
11265,45766411,Petrol,2,4.0,Automatic,Yes,12,Rear,Left wheel
11266,45772353,Diesel,2.5,6.0,Manual,No,2,Rear,Left wheel
11267,45787175,Petrol,1.6 Turbo,4.0,Automatic,Yes,12,Front,Left wheel
11268,45797937,Petrol,1.6,4.0,Automatic,Yes,4,Front,Left wheel
11269,45733383,Petrol,2,4.0,Automatic,Yes,4,Front,Left wheel
11270,45795661,Petrol,3.5,6.0,Tiptronic,Yes,12,Rear,Left wheel
11271,45760577,Petrol,1.4,4.0,Manual,No,2,Front,Left wheel
11272,45732601,Diesel,2,4.0,Automatic,Yes,4,Front,Left wheel
11273,45801887,Petrol,1.6,4.0,Automatic,Yes,4,Front,Left wheel
11274,45806949,Diesel,3.2 Turbo,6.0,Automatic,Yes,8,4x4,Left wheel
11275,45810614,CNG,4,6.0,Automatic,Yes,4,4x4,Left wheel
11276,45521157,Petrol,2.5,5.0,Tiptronic,Yes,10,Front,Left wheel
11277,45804523,Diesel,2.2 Turbo,4.0,Tiptronic,No,8,Rear,Left wheel
11278,45798473,Petrol,2.5,6.0,Manual,Yes,4,Rear,Left wheel
11279,45758218,Petrol,1.5,4.0,Variator,Yes,2,Front,Right-hand drive
11280,45780462,CNG,2.3,4.0,Manual,No,1,Rear,Left wheel
11281,45784421,Hybrid,1.8,4.0,Automatic,Yes,8,Front,Left wheel
11282,45793969,Hybrid,1.4,4.0,Automatic,No,6,Front,Left wheel
11283,45755485,Petrol,1.5,4.0,Automatic,No,12,Front,Right-hand drive
11284,45730512,Petrol,1.6,4.0,Automatic,Yes,4,Front,Left wheel
11285,45715978,LPG,1.3,4.0,Automatic,Yes,7,Front,Right-hand drive
11286,45797469,LPG,1.6,4.0,Automatic,Yes,4,Front,Left wheel
11287,45811570,Petrol,2.0 Turbo,6.0,Manual,Yes,12,Front,Left wheel
11288,45586984,Hybrid,1.8,4.0,Automatic,No,8,Front,Left wheel
11289,45813521,Hybrid,1.5,4.0,Automatic,Yes,12,Front,Left wheel
11290,45767796,Petrol,3,6.0,Automatic,Yes,0,4x4,Left wheel
11291,45803353,LPG,2,4.0,Automatic,Yes,4,Front,Left wheel
11292,45772587,Diesel,3,6.0,Automatic,Yes,0,4x4,Left wheel
11293,45646981,Petrol,2,4.0,Automatic,Yes,12,4x4,Left wheel
11294,45795279,Diesel,3.5,6.0,Tiptronic,Yes,12,4x4,Left wheel
11295,44930375,Petrol,3.5,6.0,Tiptronic,Yes,8,Rear,Left wheel
11296,45794891,Petrol,1.3,4.0,Automatic,No,4,Front,Right-hand drive
11297,45813834,Petrol,3.6,6.0,Automatic,Yes,12,Rear,Left wheel
11298,45808867,Petrol,2.3,4.0,Automatic,Yes,4,Front,Left wheel
11299,45793947,Diesel,2.5,4.0,Manual,No,0,Rear,Left wheel
11300,45797176,Diesel,2.5,4.0,Automatic,Yes,4,Front,Left wheel
11301,45769283,Petrol,5.5,8.0,Automatic,Yes,12,4x4,Left wheel
11302,45759188,Petrol,2,4.0,Automatic,Yes,4,Front,Left wheel
11303,45803350,LPG,2,4.0,Automatic,Yes,4,Front,Left wheel
11304,45810779,Petrol,2.4 Turbo,4.0,Automatic,No,16,4x4,Left wheel
11305,45812775,Petrol,2.5,4.0,Automatic,Yes,11,Front,Left wheel
11306,45454513,Diesel,2,4.0,Automatic,Yes,6,Front,Left wheel
11307,45789960,Diesel,2,4.0,Automatic,Yes,4,Front,Left wheel
11308,45695788,Petrol,2,4.0,Tiptronic,Yes,12,4x4,Left wheel
11309,45778719,Petrol,2,4.0,Automatic,No,0,Front,Left wheel
11310,45802153,Diesel,2.5,4.0,Automatic,Yes,4,Front,Left wheel
11311,45790420,Petrol,1.5,4.0,Automatic,No,6,Front,Left wheel
11312,44962236,Petrol,1.5,4.0,Automatic,No,4,Front,Left wheel
11313,45759819,CNG,2,6.0,Manual,No,6,Front,Left wheel
11314,44932747,Petrol,1.5,4.0,Automatic,No,4,Front,Right-hand drive
11315,45651588,Hybrid,2.5,4.0,Automatic,Yes,12,Front,Left wheel
11316,45813459,Petrol,3,6.0,Automatic,Yes,12,Rear,Left wheel
11317,45809555,Petrol,1.5,4.0,Automatic,Yes,4,Front,Left wheel
11318,45665124,Petrol,1.8,6.0,Tiptronic,No,8,Front,Left wheel
11319,45432702,Hybrid,1.8,4.0,Variator,Yes,9,Front,Right-hand drive
11320,45810071,Petrol,2.5,4.0,Automatic,Yes,4,Front,Left wheel
11321,45801516,Diesel,1.6,4.0,Automatic,Yes,4,Front,Left wheel
11322,45802869,Diesel,2,4.0,Automatic,Yes,4,Front,Left wheel
11323,45801478,Petrol,1.6,4.0,Automatic,No,6,Front,Right-hand drive
11324,45642019,Petrol,1.8 Turbo,4.0,Tiptronic,Yes,12,Front,Left wheel
11325,45801663,Petrol,1.6,4.0,Automatic,Yes,4,Front,Left wheel
11326,45773576,Hybrid,2.5,4.0,Automatic,Yes,12,Front,Left wheel
11327,45652841,Hybrid,2.4,4.0,Automatic,Yes,0,Front,Left wheel
11328,45798309,Petrol,1.6,4.0,Automatic,Yes,4,Front,Left wheel
11329,45776893,Hybrid,1.8,4.0,Automatic,Yes,12,Front,Left wheel
11330,45754931,Petrol,1.5,4.0,Automatic,No,4,Front,Right-hand drive
11331,45633614,Hybrid,2,4.0,Automatic,Yes,0,Front,Left wheel
11332,45809222,Petrol,1.3,4.0,Automatic,Yes,4,Front,Left wheel
11333,43782783,Diesel,2.0 Turbo,4.0,Automatic,No,10,Front,Left wheel
11334,45802127,Diesel,2.5,4.0,Automatic,Yes,4,Front,Left wheel
11335,45803150,LPG,2,4.0,Automatic,Yes,4,Front,Left wheel
11336,45796892,CNG,1.4,4.0,Manual,No,2,Front,Left wheel
11337,45774281,Petrol,1.4,4.0,Automatic,Yes,12,Front,Left wheel
11338,45804035,Diesel,1.7,4.0,Automatic,Yes,4,Front,Left wheel
11339,45767361,Hybrid,1.4,4.0,Automatic,Yes,0,Front,Left wheel
11340,44279469,Petrol,1.3,2.0,Variator,No,6,Front,Right-hand drive
11341,45759885,Petrol,4.7,8.0,Automatic,Yes,0,4x4,Left wheel
11342,45803174,LPG,2,4.0,Automatic,Yes,4,Front,Left wheel
11343,45732753,LPG,2,4.0,Automatic,Yes,4,Front,Left wheel
11344,44762753,Petrol,1.5 Turbo,4.0,Automatic,Yes,8,4x4,Left wheel
11345,45803066,Diesel,2,4.0,Automatic,Yes,4,Front,Left wheel
11346,45656196,Diesel,2.0 Turbo,4.0,Tiptronic,Yes,8,Rear,Left wheel
11347,45648493,Hybrid,3.3,6.0,Automatic,Yes,12,4x4,Left wheel
11348,44157372,Petrol,2.4,4.0,Tiptronic,Yes,6,4x4,Left wheel
11349,45348091,Petrol,3.5,6.0,Tiptronic,Yes,10,4x4,Left wheel
11350,45066288,Hybrid,1.8,4.0,Automatic,Yes,12,Front,Left wheel
11351,45771992,Petrol,6.2,8.0,Automatic,Yes,12,Rear,Left wheel
11352,45816635,Hybrid,1.8,4.0,Automatic,No,12,Front,Left wheel
11353,45641190,Hybrid,2.5,4.0,Automatic,Yes,12,Front,Left wheel
11354,44930159,Petrol,3.3,6.0,Automatic,Yes,12,4x4,Left wheel
11355,45770891,Hybrid,1.5,4.0,Automatic,Yes,12,Front,Left wheel
11356,45761355,Petrol,1.8,4.0,Tiptronic,No,8,Front,Left wheel
11357,45766670,Petrol,4.6,8.0,Automatic,Yes,0,4x4,Left wheel
11358,44672570,Petrol,1.8,4.0,Automatic,No,0,Front,Left wheel
11359,45794602,CNG,2,4.0,Manual,No,2,Front,Left wheel
11360,45804649,Petrol,1.6,4.0,Automatic,Yes,4,Front,Left wheel
11361,45732620,LPG,2,4.0,Automatic,Yes,4,Front,Left wheel
11362,45726904,Diesel,2,4.0,Automatic,Yes,4,Front,Left wheel
11363,45782011,Hybrid,2.4,6.0,Tiptronic,No,12,Front,Left wheel
11364,45776628,CNG,2.5,6.0,Automatic,Yes,2,Rear,Left wheel
11365,45020802,Petrol,1,4.0,Automatic,No,6,Front,Right-hand drive
11366,45727618,Diesel,2,4.0,Automatic,Yes,4,Front,Left wheel
11367,45797379,Diesel,2.5,4.0,Automatic,Yes,4,Front,Left wheel
11368,45810640,Petrol,1,4.0,Automatic,Yes,4,Front,Left wheel
11369,45808923,Petrol,1.6,4.0,Automatic,Yes,4,Front,Left wheel
11370,45065028,Petrol,1.6,4.0,Automatic,No,6,Front,Left wheel
11371,45803630,Diesel,2.5,4.0,Automatic,Yes,4,Front,Left wheel
11372,45793204,Petrol,1.3,4.0,Automatic,No,2,Front,Left wheel
11373,45788318,Petrol,2.0 Turbo,4.0,Tiptronic,No,10,Front,Left wheel
11374,45781803,Diesel,2.2 Turbo,4.0,Tiptronic,No,1,Rear,Left wheel
11375,45729849,Petrol,1.4,4.0,Automatic,Yes,12,Front,Left wheel
11376,45789259,Petrol,2.5,4.0,Tiptronic,Yes,8,Front,Left wheel
11377,45770288,Diesel,3.5,6.0,Automatic,Yes,12,Rear,Left wheel
11378,45787148,Hybrid,2.5,4.0,Tiptronic,Yes,12,Front,Left wheel
11379,45801472,Petrol,1.6,4.0,Automatic,Yes,4,Front,Left wheel
11380,45633845,Diesel,3,6.0,Automatic,Yes,0,4x4,Left wheel
11381,45792844,Diesel,2.2,4.0,Automatic,Yes,4,Front,Left wheel
11382,45433462,Hybrid,1.8,4.0,Tiptronic,No,8,Front,Left wheel
11383,45791856,Diesel,1.8 Turbo,4.0,Manual,No,2,Front,Right-hand drive
11384,45792232,Petrol,2,4.0,Automatic,Yes,4,Front,Left wheel
11385,45785990,Hybrid,3,8.0,Variator,Yes,10,Front,Left wheel
11386,45641186,Hybrid,2.5,4.0,Automatic,Yes,12,Front,Left wheel
11387,45765788,Diesel,3.5,6.0,Automatic,Yes,12,4x4,Left wheel
11388,45732831,LPG,2,4.0,Automatic,Yes,4,Front,Left wheel
11389,45813225,Petrol,1.8,4.0,Automatic,Yes,12,Front,Left wheel
11390,45772720,Petrol,1.5,4.0,Automatic,Yes,12,Front,Left wheel
11391,45759173,Petrol,2,4.0,Automatic,Yes,4,Front,Left wheel
11392,45787139,Petrol,2,4.0,Tiptronic,Yes,12,Front,Left wheel
11393,45815961,Petrol,3.5,6.0,Automatic,Yes,12,4x4,Left wheel
11394,45793045,CNG,3.7,6.0,Tiptronic,Yes,8,4x4,Left wheel
11395,45788865,Petrol,1.5,4.0,Automatic,No,0,Front,Right-hand drive
11396,45706819,LPG,2.5,6.0,Tiptronic,Yes,4,Rear,Left wheel
11397,45097422,Petrol,1.3 Turbo,4.0,Tiptronic,No,4,Front,Left wheel
11398,45158060,Petrol,2,4.0,Tiptronic,No,12,Front,Left wheel
11399,45507290,Petrol,2.5,6.0,Tiptronic,No,4,4x4,Left wheel
11400,45309383,Petrol,1.4 Turbo,4.0,Tiptronic,No,8,Front,Left wheel
11401,45605313,Petrol,2,4.0,Automatic,Yes,10,Front,Left wheel
11402,45793626,Diesel,2,4.0,Automatic,Yes,4,Front,Left wheel
11403,45550444,Hybrid,1.5,4.0,Automatic,Yes,12,Front,Left wheel
11404,45726623,Diesel,2.2,4.0,Automatic,Yes,4,Front,Left wheel
11405,45760641,Hybrid,1.3,4.0,Automatic,No,2,Front,Right-hand drive
11406,45732788,LPG,2,4.0,Automatic,Yes,4,Front,Left wheel
11407,45802761,Diesel,2.2 Turbo,4.0,Tiptronic,Yes,8,Rear,Left wheel
11408,45809230,Diesel,2.2,4.0,Automatic,Yes,4,Front,Left wheel
11409,45730202,Petrol,1.6,4.0,Automatic,Yes,4,Front,Left wheel
11410,44585865,Hybrid,1.5,4.0,Automatic,No,4,Front,Right-hand drive
11411,45776520,Diesel,2.5,4.0,Automatic,No,4,Rear,Left wheel
11412,42784079,Diesel,2.0 Turbo,4.0,Tiptronic,Yes,8,Front,Left wheel
11413,45396162,Petrol,5.6,8.0,Automatic,Yes,16,4x4,Left wheel
11414,45618967,Diesel,5.5,8.0,Automatic,Yes,12,4x4,Left wheel
11415,45807532,Petrol,2.5,4.0,Automatic,Yes,12,4x4,Left wheel
11416,45695085,Petrol,1.8,4.0,Manual,No,6,Front,Left wheel
11417,45688133,CNG,2,4.0,Tiptronic,Yes,4,Front,Left wheel
11418,45649053,Petrol,3.5,6.0,Automatic,Yes,0,Rear,Left wheel
11419,45732710,LPG,2,4.0,Automatic,Yes,4,Front,Left wheel
11420,45660729,Hybrid,2.4,4.0,Automatic,Yes,0,Front,Left wheel
11421,45765167,Petrol,1.4,4.0,Automatic,Yes,12,Front,Left wheel
11422,45418698,LPG,2.4,4.0,Automatic,No,12,Front,Left wheel
11423,45766489,Petrol,2,4.0,Automatic,Yes,0,4x4,Left wheel
11424,26248496,Diesel,3.2 Turbo,6.0,Manual,Yes,2,Rear,Left wheel
11425,45812816,Petrol,2.8,6.0,Tiptronic,Yes,6,Front,Left wheel
11426,45766160,Petrol,1.4,4.0,Manual,No,2,Front,Left wheel
11427,45769269,Petrol,6.2,8.0,Automatic,Yes,12,Rear,Left wheel
11428,45769961,Petrol,2.5,6.0,Automatic,No,6,4x4,Right-hand drive
11429,45816283,Petrol,3,6.0,Automatic,Yes,12,4x4,Left wheel
11430,45775952,Petrol,1.6,4.0,Automatic,No,2,Front,Left wheel
11431,45759443,Hybrid,2.4,4.0,Automatic,Yes,0,Front,Left wheel
11432,45768598,Hybrid,3.3,6.0,Automatic,Yes,12,4x4,Left wheel
11433,45766306,Diesel,5.5,8.0,Automatic,Yes,12,4x4,Left wheel
11434,45213024,Petrol,1.3,4.0,Automatic,No,2,Front,Right-hand drive
11435,45794684,Petrol,3.0 Turbo,6.0,Tiptronic,Yes,16,Rear,Left wheel
11436,45786414,Diesel,2.2,6.0,Manual,Yes,4,Rear,Left wheel
11437,45782132,Petrol,3.5,6.0,Tiptronic,Yes,11,4x4,Left wheel
11438,45451903,Petrol,3.5,6.0,Tiptronic,Yes,12,Rear,Left wheel
11439,45815833,Petrol,3.2,6.0,Manual,Yes,8,Rear,Left wheel
11440,45764341,Diesel,3.5,6.0,Automatic,Yes,12,4x4,Left wheel
11441,45785807,Diesel,1.6,1.0,Manual,Yes,4,Front,Left wheel
11442,45773180,Petrol,2.5,4.0,Automatic,Yes,0,4x4,Left wheel
11443,45809743,Petrol,3.6,6.0,Automatic,Yes,12,Rear,Left wheel
11444,45801475,Diesel,1.6,4.0,Automatic,Yes,4,Front,Left wheel
11445,45732610,Diesel,2.2,4.0,Automatic,Yes,4,Front,Left wheel
11446,45814854,Petrol,2.5,4.0,Automatic,Yes,12,Front,Left wheel
11447,45773350,Petrol,3.5,6.0,Tiptronic,Yes,12,4x4,Left wheel
11448,45780400,Petrol,2,4.0,Automatic,Yes,2,Front,Right-hand drive
11449,45807067,Petrol,2.5,8.0,Tiptronic,Yes,6,Rear,Left wheel
11450,45655702,Hybrid,1.8,4.0,Automatic,Yes,12,Front,Left wheel
11451,45797817,Diesel,2.5,4.0,Automatic,Yes,4,Front,Left wheel
11452,45810425,Petrol,1.6,4.0,Automatic,Yes,12,Front,Left wheel
11453,45797420,Diesel,1.6,4.0,Automatic,Yes,4,Front,Left wheel
11454,45813707,CNG,2.3,4.0,Manual,No,0,Rear,Left wheel
11455,45794317,Petrol,1.6 Turbo,4.0,Tiptronic,Yes,12,Front,Left wheel
11456,45776709,Petrol,1.4,4.0,Automatic,Yes,10,Front,Left wheel
11457,45809723,Petrol,1.5,4.0,Automatic,Yes,4,Front,Left wheel
11458,45780286,Petrol,5.9,8.0,Automatic,No,0,4x4,Left wheel
11459,45806512,Hybrid,1.8,4.0,Automatic,Yes,12,Front,Left wheel
11460,45770255,Petrol,1.5,4.0,Automatic,No,6,Front,Left wheel
11461,45787754,CNG,2,4.0,Automatic,No,2,4x4,Right-hand drive
11462,45809449,Hybrid,1.5,4.0,Automatic,Yes,4,Front,Left wheel
11463,45733534,Petrol,2,4.0,Automatic,Yes,4,Front,Left wheel
11464,45814771,Diesel,2.2 Turbo,4.0,Manual,No,2,Rear,Left wheel
11465,45789698,Petrol,2.5,4.0,Tiptronic,Yes,10,Front,Left wheel
11466,45771968,Hybrid,1.8,4.0,Automatic,Yes,12,Front,Left wheel
11467,45457244,Hybrid,1.5,4.0,Variator,Yes,0,Front,Left wheel
11468,44964694,Petrol,2.5,4.0,Automatic,Yes,8,Front,Left wheel
11469,45810652,Petrol,1,4.0,Automatic,Yes,4,Front,Left wheel
11470,45654171,Petrol,4.6,8.0,Automatic,Yes,0,4x4,Left wheel
11471,45768388,Hybrid,3.3,6.0,Automatic,Yes,12,4x4,Left wheel
11472,45806394,Petrol,1.3,4.0,Manual,No,7,4x4,Right-hand drive
11473,45797649,Diesel,2.5,4.0,Automatic,Yes,4,Front,Left wheel
11474,45762944,Hybrid,3.3,6.0,Automatic,Yes,12,4x4,Left wheel
11475,45809398,Diesel,1.7 Turbo,4.0,Tiptronic,Yes,12,Front,Left wheel
