,ID,Price,Manufacturer,Model,Prod_year,Category,Mileage,Color
9163,45801490,17000,CHEVROLET,Cruze,2013,Sedan,115000,Grey
9164,45815053,20385,VOLKSWAGEN,Jetta SE,2014,Sedan,70000,Black
9165,45773463,392,TOYOTA,Camry,2014,Coupe,374808,White
9166,45802550,95739,HYUNDAI,Santa FE,2019,Minivan,9087,Blue
9167,45809891,45872,HONDA,Civic,2017,Coupe,57895,Silver
9168,45634887,941,VOLKSWAGEN,Jetta,2011,Sedan,175389,Grey
9169,45760262,39201,SUBARU,Impreza,2013,Sedan,114350,Black
9170,45813079,251,HYUNDAI,Sonata,2012,Sedan,151782,Blue
9171,45788904,59586,LEXUS,RX 350,2013,Jeep,111460,Silver
9172,44684280,48610,MERCEDES-BENZ,CLS 550,2012,Sedan,43000,Black
9173,45733434,47107,HYUNDAI,Sonata,2015,Sedan,59000,White
9174,45757568,1333,MITSUBISHI,Outlander,2015,Jeep,51141,Silver
9175,44942364,7213,FORD,Fusion,2011,Sedan,224000,Grey
9176,45647551,3607,TOYOTA,Camry,2012,Sedan,156518,White
9177,45765589,26971,TOYOTA,Tacoma,2019,Sedan,18555,Black
9178,45798021,14834,HYUNDAI,Elantra,2012,Sedan,131443,Silver
9179,45797300,14454,HYUNDAI,Elantra,2011,Sedan,128980,Silver
9180,45655712,706,TOYOTA,Prius,2010,Hatchback,73402,White
9181,45779472,11604,FORD,Fusion,2014,Sedan,176000,White
9182,45767512,314,MERCEDES-BENZ,E 350,2014,Sedan,149486,Silver
9183,45660962,34811,BMW,X5,2012,Jeep,70994,Black
9184,45798349,18817,HONDA,Civic,2012,Sedan,180000,Sky blue
9185,45813978,34497,MERCEDES-BENZ,Vito,2012,Minivan,196000,Green
9186,45773223,9565,VOLKSWAGEN,Tiguan,2018,Sedan,70098,Black
9187,45814969,706,SUBARU,XV,2014,Jeep,64923,Orange
9188,45786008,19444,MERCEDES-BENZ,Vito,2006,Minivan,259000,Carnelian red
9189,45655685,3293,TOYOTA,Prius,2010,Hatchback,159382,White
9190,45662193,784,HONDA,Insight,2012,Hatchback,321269,Red
9191,45760901,12858,MERCEDES-BENZ,GL 350,2011,Jeep,137270,Grey
9192,45808344,2700,UAZ,31514,1990,Pickup,500000,Black
9193,45810399,28043,CHEVROLET,Orlando,2017,Jeep,109953,Black
9194,45810894,13328,CHEVROLET,Cruze,2017,Sedan,78667,Blue
9195,45781832,6899,MAZDA,Demio,2003,Hatchback,0,Silver
9197,45809865,56177,HONDA,Civic,2016,Coupe,50497,Black
9198,45787204,45473,VOLKSWAGEN,Jetta,2019,Sedan,35000,White
9199,44699289,12231,NISSAN,X-Trail NISSAN X TRAIL R,2006,Jeep,160000,Black
9200,45748414,141124,MERCEDES-BENZ,GLS 450,2018,Jeep,40000,Black
9201,45772075,22580,MERCEDES-BENZ,E 300,2017,Sedan,50930,Black
9202,44714424,17876,TOYOTA,Prius,2015,Sedan,203101,White
9203,45806426,1568,AUDI,A3,2012,Jeep,167398,White
9204,45810335,5959,FORD,Fusion,2015,Sedan,150091,Silver
9205,45793496,4200,MERCEDES-BENZ,190,1985,Sedan,284000,Red
9206,45798017,14834,HYUNDAI,Elantra,2011,Sedan,147700,Black
9207,45761727,9408,JEEP,Liberty,2003,Jeep,32000,Blue
9208,45732635,16151,HYUNDAI,Sonata,2016,Sedan,286974,White
9209,45804436,23239,HYUNDAI,Tucson,2010,Jeep,124289,Grey
9210,45798390,4861,MITSUBISHI,Airtrek,2002,Jeep,180000,Silver
9211,45187987,14113,JEEP,Patriot,2010,Jeep,240000,Silver
9212,45698355,68994,JEEP,Wrangler ARB,2012,Jeep,110000,White
9213,45772850,9565,LEXUS,CT 200h,2016,Hatchback,71904,White
9214,45771113,3450,CHEVROLET,Equinox,2012,Jeep,233733,Black
9215,45802400,6269,HYUNDAI,Grandeur,2010,Sedan,93168,Silver
9216,45788963,24775,LEXUS,CT 200h,2011,Hatchback,80000,Grey
9217,45653896,784,BMW,X5,2013,Sedan,0,Black
9218,45730227,25591,HYUNDAI,Elantra,2013,Sedan,81351,White
9219,45798462,18817,HYUNDAI,Veloster,2013,Hatchback,80000,White
9220,45732956,15681,HYUNDAI,Sonata,2016,Sedan,295509,Silver
9221,45619226,627,MERCEDES-BENZ,E 350,2011,Sedan,134904,Grey
9222,45808698,627,SUBARU,Legacy,2004,Sedan,256000,White
9223,45815836,6429,HYUNDAI,Elantra,2013,Sedan,141603,Blue
9224,45800014,4391,VAZ,2121 (Niva),1999,Sedan,1000,White
9225,45646945,3136,TOYOTA,Camry,2012,Sedan,159379,White
9226,45810400,23389,CHEVROLET,Orlando,2016,Jeep,128495,White
9227,45793473,24462,TOYOTA,Prius,2013,Universal,126000,White
9228,45755551,5018,CADILLAC,ATS,2016,Sedan,81461,Blue
9229,45782964,5018,OPEL,Corsa,1999,Coupe,198000,Silver
9230,45653194,8154,NISSAN,Note,2012,Hatchback,120000,Silver
9231,45241160,6899,CHEVROLET,Cruze,2011,Sedan,131000,Silver
9232,45812744,470,KIA,Optima,2013,Sedan,230032,Silver
9233,45769801,69935,LEXUS,GX 470,2015,Jeep,273493,Silver
9234,45532883,7213,OPEL,Astra,2000,Hatchback,223000,Black
9235,45815007,4077,TOYOTA,Camry,2012,Sedan,200870,Silver
9236,45804629,17249,LEXUS,HS 250h,2009,Sedan,264000,Blue
9237,45770528,12544,MITSUBISHI,Pajero IO,2003,Jeep,180000,Silver
9238,45810031,28592,TOYOTA,Aqua,2013,Hatchback,37900,Blue
9239,45323998,36065,BMW,X5,2012,Jeep,186000,Black
9240,45792704,12544,CHEVROLET,1500,2012,Sedan,96973,Black
9241,45802922,24920,HYUNDAI,Santa FE,2011,Jeep,117139,Grey
9242,45815739,5645,VOLKSWAGEN,Jetta,1997,Sedan,0,Black
9243,45796070,15681,CHEVROLET,Cruze,2017,Sedan,77174,Red
9244,45779279,8154,NISSAN,Tiida,2004,Hatchback,111111,White
9245,45763718,627,MAZDA,1000,2015,Sedan,113102,Red
9246,43400117,1650,MITSUBISHI,Chariot,1998,Goods wagon,1000,Silver
9247,43374774,106627,PORSCHE,Panamera 4,2014,Sedan,57000,Grey
9248,45761401,172486,PORSCHE,macan,2019,Jeep,7400,Black
9249,45732934,16308,HYUNDAI,Sonata,2016,Sedan,510225,White
9250,45813837,22266,DODGE,Challenger,2016,Coupe,72995,Red
9251,45721611,5959,OPEL,Vectra,1999,Goods wagon,200000,Silver
9252,45759134,13642,TOYOTA,Aqua,2012,Hatchback,160000,Red
9253,45792277,16621,KIA,Optima,2014,Sedan,32193,Black
9254,45637937,26030,FORD,Fusion,2013,Sedan,160000,Carnelian red
9255,45768125,627,CHEVROLET,Volt,2012,Jeep,188419,Red
9256,45787307,12858,TOYOTA,Prius,2007,Hatchback,123000,Black
9257,45633005,12231,TOYOTA,Prius 1.5I,2009,Sedan,127300,Silver
9258,45815741,20385,FORD,Fusion,2015,Sedan,118000,Grey
9259,45720541,56450,MERCEDES-BENZ,CLS 550,2012,Coupe,110000,Black
9260,45809964,29762,HONDA,Civic,2013,Sedan,155465,Grey
9261,45764172,31675,TOYOTA,Tacoma,2020,Sedan,1669,Black
9262,45814926,22580,TOYOTA,Camry,2013,Sedan,350400,White
9263,45730275,35610,SSANGYONG,Actyon,2017,Jeep,74279,Silver
9264,45669581,31988,TOYOTA,Camry,2013,Sedan,62915,White
9265,45809124,17023,HONDA,FIT,2014,Hatchback,52350,Silver
9266,45802825,36231,HYUNDAI,Santa FE,2012,Jeep,68359,Silver
9267,45756469,1700,MAZDA,MPV,2004,Minivan,272000,Red
9268,45813858,470,FORD,Fusion,2014,Sedan,111304,White
9269,45810726,7840,OPEL,Sintra,1997,Minivan,300000,Silver
9270,45809219,36539,TOYOTA,Aqua,2014,Hatchback,8646,White
9272,45797417,7527,MERCEDES-BENZ,Vito,1999,Minivan,200000,Silver
9273,45629166,3763,FORD,Fusion,2013,Sedan,320554,White
9276,45803366,15681,HYUNDAI,Sonata,2016,Sedan,322292,Silver
9277,45809436,12758,HONDA,FIT,2015,Hatchback,161414,Silver
9278,45802809,25512,HYUNDAI,Santa FE,2010,Jeep,161642,Silver
9279,45645774,627,LEXUS,GX 460,2013,Jeep,243467,White
9280,45733130,15060,HYUNDAI,Sonata,2015,Sedan,143522,Silver
9281,45768748,2038,TOYOTA,Prius,2015,Jeep,104795,White
9282,45781147,2500,NISSAN,Micra,1992,Coupe,262000,Black
9283,45765607,31047,TOYOTA,Tacoma,2019,Sedan,17542,Silver
9284,45615154,15053,VOLKSWAGEN,Passat,2012,Sedan,188408,Grey
9285,45803139,6743,HYUNDAI,Sonata,2011,Sedan,457978,Silver
9286,45750625,2587,NISSAN,Pathfinder,2014,Jeep,178656,Silver
9287,45806595,20698,LEXUS,RX 450,2012,Jeep,236016,Black
9288,42733075,9408,TOYOTA,Aqua,2012,Hatchback,145000,Grey
9289,45701584,4704,OPEL,Astra suzuki mr wagon,2005,Hatchback,167000,Black
9290,45804758,42218,HYUNDAI,Tucson,2014,Jeep,65863,White
9291,45434300,21639,TOYOTA,Camry,2015,Sedan,178000,Black
9292,45788784,15681,VOLKSWAGEN,Passat,2013,Sedan,156000,Grey
9293,45803005,59837,HYUNDAI,Santa FE,2018,Jeep,41778,Blue
9294,45209767,23521,BMW,X3,2013,Jeep,208000,White
9295,45813588,3763,BMW,X6,2013,Jeep,218518,White
9296,45644661,3450,TOYOTA,Camry,2019,Sedan,9626,Black
9297,45803811,35557,HYUNDAI,Tucson,2016,Jeep,187270,Silver
9298,45801465,5175,VOLKSWAGEN,Golf,1997,Hatchback,180008,Black
9299,45804651,38229,HYUNDAI,Tucson,2017,Jeep,83259,Black
9300,45789639,23521,CHEVROLET,Volt,2012,Sedan,62000,White
9302,45732985,7809,HYUNDAI,Sonata,2016,Sedan,447460,Orange
9303,45814752,8467,MITSUBISHI,Pajero IO,1999,Jeep,155000,White
9304,45772382,4861,MERCEDES-BENZ,E 350,2012,Sedan,128202,Black
9306,45509222,23207,BMW,328,2014,Sedan,47000,Silver
9307,45759472,470,HYUNDAI,Sonata,2012,Jeep,123862,White
9308,45095253,10500,TOYOTA,Prius,2007,Sedan,288166,White
9309,45802106,41629,HYUNDAI,H1,2017,Universal,129841,Black
9310,45631361,941,BMW,X5,2015,Jeep,196614,Black
9311,45325339,15681,TOYOTA,Prius,2014,Sedan,90000,Blue
9312,45806404,14113,TOYOTA,Corolla,2007,Minivan,188000,Grey
9313,45787375,18817,MITSUBISHI,Pajero MONTERO,2003,Jeep,312000,Black
9314,45787414,8000,NISSAN,Tiida,2008,Hatchback,1400,Silver
9315,44348613,31988,TOYOTA,Camry,2013,Sedan,62000,White
9316,45800958,10663,TOYOTA,Mark X,2004,Sedan,138000,White
9317,45775958,13485,BMW,X5,2003,Jeep,178942,Black
9318,45767096,13485,HYUNDAI,Elantra,2011,Sedan,152493,Sky blue
9319,45760764,4077,MERCEDES-BENZ,GLE 350,2017,Jeep,39814,Black
9320,45792855,16308,TOYOTA,Camry,2008,Sedan,236190,Grey
9321,45769734,862,CHEVROLET,Volt,2014,Jeep,133195,Black
9322,45801970,16778,HYUNDAI,Elantra,2012,Sedan,41279,White
9323,45442561,12074,TOYOTA,Prius,2008,Hatchback,172100,Brown
9324,43611740,26657,TOYOTA,Camry SE,2016,Sedan,52359,Carnelian red
9325,45809132,25440,CHEVROLET,Captiva,2015,Jeep,70000,Grey
9326,45763707,1176,MAZDA,1000,2015,Sedan,142800,Grey
9327,45429936,81539,LEXUS,GX 460,2014,Jeep,71000,Black
9328,45616101,627,SUZUKI,SX4,2012,Sedan,267184,Black
9329,45640835,1098,TOYOTA,Camry,2014,Sedan,398069,Black
9331,45768973,17562,VOLKSWAGEN,Jetta,2012,Sedan,94000,Black
9332,45802259,37000,HYUNDAI,H1,2014,Minivan,120804,Silver
9333,45788528,5000,NISSAN,Skyline,2003,Sedan,117000,Silver
9334,45813968,6115,LEXUS,RX 350,2010,Jeep,197044,Grey
9335,45758421,21953,TOYOTA,RAV 4,2014,Jeep,153312,Black
9336,45660982,220,BMW,X5,2012,Jeep,273962,White
9337,45280588,18189,TOYOTA,Prius C,2014,Sedan,112000,Orange
9338,45732857,10036,HYUNDAI,Sonata,2016,Sedan,517559,Orange
9339,45785573,7840,NISSAN,Tiida,2005,Hatchback,132000,Silver
9340,45683824,16621,HYUNDAI,Elantra,2017,Sedan,22000,Grey
9341,45773537,10349,TOYOTA,Camry,2014,Sedan,0,Black
9342,45642726,470,FORD,Fusion,2015,Sedan,367720,White
9343,45809087,5959,DAEWOO,Lacetti,2009,Sedan,75644,Silver
9344,44779724,13172,TOYOTA,Aqua,2012,Hatchback,154000,White
9345,45675113,5645,HONDA,Cr-v,1997,Jeep,230000,Silver
9347,45655076,314,LEXUS,GX 460,2015,Jeep,102907,Black
9348,45656628,2509,HONDA,Insight,2010,Hatchback,210758,Silver
9349,45548704,42337,LAND ROVER,Range Rover Evoque 2.0,2015,Jeep,42450,Grey
9350,45793881,7213,CHEVROLET,Captiva,2007,Jeep,56327,White
9351,45808982,8938,CHEVROLET,Aveo,2012,Hatchback,49126,Black
9352,45803217,15035,HYUNDAI,Sonata,2010,Sedan,93865,Golden
9353,45642679,3763,TOYOTA,Camry,2013,Sedan,124912,White
9354,44765681,15994,LEXUS,RX 350,2008,Jeep,163000,Silver
9355,45803176,11604,HYUNDAI,Sonata,2014,Sedan,275877,Silver
9356,45782321,18817,VOLKSWAGEN,Jetta,2015,Sedan,70000,Black
9357,45797272,19613,HYUNDAI,Genesis,2010,Coupe,104022,White
9358,45760560,22266,TOYOTA,RAV 4,2010,Jeep,160000,Silver
9359,45784918,1111,BMW,X1,2009,Hatchback,215000,Black
9360,45782203,22580,MERCEDES-BENZ,GLK 350,2011,Jeep,11111,Black
9361,44922270,16935,HYUNDAI,Sonata Limited,2014,Sedan,73825,Black
9362,45614804,19444,MITSUBISHI,L 200,2006,Pickup,50000,Black
9363,45793437,10000,NISSAN,Note,2013,Hatchback,90000,Silver
9364,45809845,18033,TOYOTA,Prius,2014,Sedan,187200,Blue
9365,45656271,470,HYUNDAI,Sonata,2012,Sedan,202864,Blue
9366,45812751,627,CHEVROLET,Traverse,2014,Jeep,151358,Red
9367,45229113,297930,MERCEDES-BENZ,AMG GT S,2015,Coupe,20000,White
9368,45774092,5645,FORD,Mustang,2014,Sedan,167046,White
9369,45433610,11917,HONDA,FIT,2010,Hatchback,129000,Blue
9370,45809369,31211,HONDA,FIT,2018,Universal,57809,Black
9371,45775724,9095,TOYOTA,Prius,2008,Hatchback,150000,Green
9372,45798049,11864,HYUNDAI,Elantra,2010,Sedan,118698,Silver
9373,45766186,392,CHEVROLET,1500,2017,Jeep,96792,Black
9374,45768497,2352,FORD,F150,2014,Sedan,170541,Silver
9375,45755624,15681,FORD,Tourneo Connect,2010,Goods wagon,132000,White
9376,45442446,9879,VOLKSWAGEN,Passat,2012,Sedan,111001,Grey
9377,45780665,5802,VOLVO,S80,1999,Sedan,350000,Silver
9378,45801406,15681,HYUNDAI,Accent,2016,Sedan,32104,White
9379,45651135,3607,TOYOTA,Camry,2012,Sedan,156518,White
9380,45773555,12544,FORD,Fiesta,2014,Sedan,91125,Grey
9381,45733704,49751,HYUNDAI,Sonata,2018,Sedan,77130,Blue
9382,45742675,13172,TOYOTA,Prius,2007,Sedan,144000,Grey
9383,45596006,27598,HYUNDAI,Tucson Se,2017,Jeep,60704,Black
9384,45813618,9408,TOYOTA,Prius,2018,Sedan,44114,Silver
9385,45813815,8467,FORD,Transit,2001,Microbus,179000,Blue
9386,45797231,11290,HYUNDAI,Genesis,2009,Coupe,183222,White
9387,45788014,16308,HYUNDAI,Sonata,2012,Sedan,230400,Black
9388,44075364,25089,MERCEDES-BENZ,Sprinter 313CDI,2011,Goods wagon,260000,White
9389,45758459,941,DODGE,Journey,2016,Jeep,174730,Black
9390,45474127,14740,DODGE,Dart,2013,Sedan,152000,Black
9391,45792892,9095,CHEVROLET,Cruze,2011,Sedan,77906,Black
9392,45765506,1568,TOYOTA,Tundra,2015,Jeep,128000,White
9393,45788872,17249,HYUNDAI,Elantra,2014,Sedan,98400,Grey
9394,45759967,40769,TOYOTA,Camry XLEi,2015,Sedan,134000,Black
9395,45641925,392,TOYOTA,Camry,2012,Sedan,314373,Grey
9396,45789949,10506,KIA,SOUL,2010,Sedan,56864,Black
9397,45809021,9198,TOYOTA,Aqua,2015,Hatchback,143876,White
9398,45810946,3293,TOYOTA,Prius,2010,Hatchback,127061,Grey
9400,43860356,29552,RENAULT,Captur QM3 Samsung,2015,Jeep,56000,Black
9401,45760542,24148,TOYOTA,RAV 4,2013,Jeep,52000,Black
9402,45792321,19287,KIA,Optima,2016,Sedan,27334,Silver
9403,45802915,41720,HYUNDAI,Santa FE,2016,Jeep,129388,Grey
9404,44348840,17562,FIAT,500L,2013,Jeep,105445,Black
9405,45781828,98787,LEXUS,GX 460,2014,Jeep,76000,Grey
9406,45803937,23687,HYUNDAI,Tucson,2014,Jeep,60781,White
9407,45797992,15718,HYUNDAI,Elantra,2010,Sedan,104282,Silver
9408,45772672,784,TOYOTA,Corolla,2009,Hatchback,324520,Grey
9410,45806840,18503,HYUNDAI,Sonata,2013,Sedan,107000,Silver
9411,45804293,15367,TOYOTA,Prius C,2012,Hatchback,164000,White
9412,45730059,25889,HYUNDAI,Elantra,2014,Sedan,113000,White
9413,45789828,16621,HYUNDAI,Sonata,2011,Sedan,120000,Blue
9414,45804824,34240,HYUNDAI,Tucson,2014,Jeep,119401,White
9415,45776469,13485,VOLKSWAGEN,Caddy,2008,Goods wagon,218000,Blue
9416,45646634,470,AUDI,Q5,2012,Jeep,340106,White
9417,45757185,941,BUICK,Century,2019,Sedan,2642,Black
9418,45806216,20385,TOYOTA,Prius,2013,Sedan,150400,Silver
9419,45797542,37125,HYUNDAI,H1,2017,Universal,168645,Silver
9420,45776830,13485,FORD,Focus,2014,Sedan,43000,Black
9421,45768968,392,TOYOTA,Prius,2011,Jeep,146184,White
9422,45809915,30966,HONDA,Civic,2014,Sedan,76989,White
9423,45733405,49751,HYUNDAI,Sonata,2016,Sedan,106000,Black
9424,45678105,13172,TOYOTA,Aqua,2013,Hatchback,185000,White
9425,45239809,15681,TOYOTA,Land Cruiser,1993,Jeep,126000,Green
9426,45590815,6899,OPEL,Astra,2000,Hatchback,111111,Green
9427,45800568,15053,BMW,X5,2000,Jeep,250000,Black
9428,45763861,627,HYUNDAI,Elantra,2011,Jeep,172502,Black
9429,45764869,627,MERCEDES-BENZ,E 350,2012,Sedan,318285,Black
9430,45757881,5331,OPEL,Corsa,2000,Sedan,0,Silver
9431,45797228,11290,HYUNDAI,Genesis,2009,Coupe,139448,Silver
9432,45661660,549,MERCEDES-BENZ,ML 350,2011,Jeep,251120,Black
9433,45793339,5645,OPEL,Astra,1998,Hatchback,211000,Blue
9434,45776746,20698,TOYOTA,Camry,2012,Sedan,198400,Red
9435,45772643,1254,TOYOTA,Highlander,2005,Jeep,244283,Black
9436,45809581,12432,CHEVROLET,Cruze,2013,Sedan,114335,Silver
9437,45807588,10976,NISSAN,Tiida,2009,Hatchback,106000,White
9438,45804467,25889,HYUNDAI,Tucson,2010,Jeep,94131,Blue
9439,45812732,3136,TOYOTA,Camry,2014,Sedan,55811,Black
9440,45796974,10945,HYUNDAI,H1,2009,Minivan,85678,Silver
9441,45816418,51746,LEXUS,GX 460,2010,Jeep,220000,White
9442,45798466,25089,VOLKSWAGEN,Tiguan,2012,Jeep,98000,White
9443,45793251,14113,CHEVROLET,Orlando,2017,Jeep,27992,Silver
9444,45793570,6583,CHEVROLET,Captiva,2009,Jeep,51480,Black
9445,45773198,392,NISSAN,Maxima,2001,Sedan,434514,White
9446,45720361,22580,CHRYSLER,300 LIMITED,2011,Sedan,130000,Black
9447,45523729,24775,MERCEDES-BENZ,CLS 55 AMG,2006,Sedan,180000,Grey
9448,45791262,51746,BMW,535 I,2014,Sedan,53065,Silver
9449,45656726,392,TOYOTA,Prius,2010,Hatchback,267165,White
9450,45802473,18211,HYUNDAI,I30,2014,Hatchback,208791,White
9451,45218851,8311,DODGE,Caliber,2009,Sedan,240000,Black
9452,45771470,54568,LEXUS,GX 470,2013,Jeep,202651,Black
9453,45773575,251,TOYOTA,Camry,2019,Jeep,56834,Black
9454,45624756,29479,TOYOTA,Highlander,2012,Jeep,205250,Silver
9455,44918942,10976,TOYOTA,Prius,2006,Hatchback,168000,Carnelian red
9456,45732747,10663,HYUNDAI,Sonata,2015,Sedan,343047,Silver
9457,45638738,3293,NISSAN,Juke,2013,Jeep,153888,White
9458,45635144,627,VOLKSWAGEN,Jetta,2013,Sedan,142515,White
9459,45435759,26030,HYUNDAI,Tucson,2014,Jeep,70000,Grey
9460,45810892,251,CHEVROLET,Cruze,2016,Sedan,133346,Brown
9461,45368790,6899,OPEL,Astra,1998,Universal,256000,Silver
9462,45787547,14113,VOLKSWAGEN,Passat 2.0 tfsi,2007,Sedan,197548,Grey
9463,45646500,627,MERCEDES-BENZ,C 300,2013,Sedan,105014,Black
9464,45777011,15681,HYUNDAI,Elantra,2013,Sedan,131638,Golden
9465,45766985,7840,NISSAN,Teana,2005,Sedan,74400,Silver
9466,45798509,15681,HYUNDAI,Sonata,2013,Sedan,113000,Silver
9467,45329787,5488,TOYOTA,Vitz,2000,Hatchback,0,Silver
9468,45787421,59586,BMW,X5,2015,Jeep,143000,Blue
9469,45814994,6586,TOYOTA,Camry,2018,Sedan,272781,Black
9470,45788674,21482,TOYOTA,Prius,2013,Sedan,123000,Black
9471,45768989,16621,TOYOTA,Prius,2010,Hatchback,120000,Silver
9472,44232129,10349,TOYOTA,Aqua,2013,Hatchback,77000,Black
9473,45327807,4704,OPEL,Astra,1998,Sedan,11111,White
9474,39692498,250,TOYOTA,Land Cruiser Prado,2015,Jeep,80000,Black
9475,45732632,14909,HYUNDAI,Sonata,2015,Sedan,283593,Silver
9476,45786049,3763,OPEL,Vectra,1997,Goods wagon,111111,Grey
9477,45238260,21326,TOYOTA,Camry,2012,Sedan,12300,Black
9478,45801602,20266,HYUNDAI,Elantra,2012,Sedan,106400,Silver
9479,45730077,57108,SSANGYONG,REXTON,2016,Jeep,55510,White
9480,45710520,27598,TOYOTA,Land Cruiser,2002,Jeep,196000,Grey
9481,45762580,2744,HYUNDAI,Sonata,2013,Sedan,126690,Silver
9482,45814770,10036,MITSUBISHI,Montero,2000,Jeep,22300,White
9483,45793707,5018,CHEVROLET,Captiva,2007,Jeep,54647,White
9484,45793326,11604,CHEVROLET,Spark,2016,Sedan,33492,White
9486,45808584,6429,AUDI,RS6,2017,Sedan,34483,Grey
9487,45660977,16621,BMW,X5,2014,Jeep,110715,White
9488,45803936,17634,HYUNDAI,Tucson,2010,Jeep,149800,Blue
9489,42368942,17562,VOLKSWAGEN,Jetta SPORT,2015,Sedan,59661,White
9490,45761804,7840,OPEL,Astra H,2005,Hatchback,0,Grey
9491,45801443,9252,HYUNDAI,Accent,2012,Hatchback,64160,Black
9492,45783942,5331,LAND ROVER,Freelander,1999,Jeep,204000,Carnelian red
9493,45598183,7527,UAZ,31514,1957,Jeep,0,Yellow
9494,45763630,627,MAZDA,CX-9,2019,Jeep,14186,White
9495,45680606,8467,RENAULT,Megane,2005,Goods wagon,111111,White
9496,45772520,706,AUDI,A4,2014,Sedan,162032,Black
9497,45573586,28225,BMW,528,2011,Sedan,200000,Grey
9498,45798073,13771,HYUNDAI,Elantra,2009,Sedan,99110,Silver
9499,45768192,1490,LEXUS,CT 200h,2012,Hatchback,174106,White
9501,45789532,7213,NISSAN,Tiida,2006,Hatchback,230000,Beige
9502,45795682,17876,KIA,Forte,2012,Sedan,92800,Black
9503,45792986,2979,VOLKSWAGEN,Polo,1997,Hatchback,212000,Blue
9504,45618562,6899,TOYOTA,Fun Cargo,2004,Universal,150000,Silver
9505,45812566,20385,TOYOTA,Camry,2012,Sedan,10000,White
9506,45764935,282,LEXUS,GX 470,2008,Jeep,218126,Black
9507,45802743,38445,HYUNDAI,Santa FE,2016,Jeep,180000,Silver
9508,45546280,26030,MINI,Countryman,2013,Jeep,140000,Blue
9509,45813643,5018,TOYOTA,Highlander,2015,Jeep,73954,Blue
9510,45808885,43360,FORD,Explorer,2013,Jeep,106604,Silver
9511,45398915,43278,MERCEDES-BENZ,Vito,2014,Minivan,140000,White
9513,45809501,45044,CHEVROLET,Captiva,2016,Jeep,62814,Grey
9514,45641706,24775,HONDA,FIT,2017,Hatchback,25000,Purple
9515,45731528,46919,HYUNDAI,H1,2018,Universal,71689,Grey
9516,45767394,627,CHEVROLET,Volt,2012,Jeep,188419,Red
9517,45797690,19707,HYUNDAI,Elantra,2011,Sedan,176486,White
9518,45773012,19130,MERCEDES-BENZ,GLE 350,2016,Jeep,49499,Silver
9519,45785093,33556,TOYOTA,Camry,2015,Sedan,123198,Blue
9520,45789088,18503,HYUNDAI,Elantra,2014,Sedan,192000,Grey
9521,45732585,42692,HYUNDAI,Santa FE,2013,Jeep,130180,Silver
9522,45809670,44849,HONDA,Civic,2015,Coupe,62877,Red
9523,45752121,6586,BMW,3.18E+38,1997,Sedan,245000,Black
9525,45815378,34497,NISSAN,Quest,2013,Minivan,45000,White
9526,45809486,41055,CHEVROLET,Captiva,2016,Jeep,70922,White
9527,45806872,1019,TOYOTA,Prius,2013,Hatchback,173933,Silver
9528,45793838,8154,NISSAN,Versa,2010,Hatchback,1000,Grey
9529,45649812,220,LEXUS,RX 450,2010,Jeep,317470,Grey
9530,45804348,23521,BMW,335,2012,Sedan,82990,White
9531,45802783,25873,HYUNDAI,Santa FE,2013,Jeep,41203,Silver
9532,45698188,17249,TOYOTA,Prius,2009,Hatchback,185600,Golden
9533,45801646,19416,HYUNDAI,Elantra,2011,Sedan,120581,Silver
9534,45810302,22567,CHEVROLET,Malibu,2012,Sedan,60080,Black
9535,45523452,10349,TOYOTA,CHR,2018,Jeep,38712,White
9536,45807567,22580,BMW,X3,2012,Jeep,130000,White
9537,45727527,15850,SSANGYONG,Korando,2011,Jeep,190538,Silver
9538,45804418,31245,LEXUS,LS 460,2009,Sedan,188266,Black
9539,45802077,18500,HYUNDAI,H1,2011,Universal,222604,Black
9540,45780546,10036,UAZ,31514,1987,Jeep,0,Green
9541,45774869,11604,SUBARU,Forester,2006,Jeep,257600,Black
9543,45769191,314,FORD,Escape,2011,Jeep,130306,Green
9545,43744062,20385,TOYOTA,Prius,2012,Sedan,180000,Grey
9546,45646042,3450,TOYOTA,Camry,2019,Sedan,9626,Black
9547,45621642,392,BMW,X5,2012,Jeep,296395,Grey
9548,45797249,45204,HYUNDAI,Elantra,2017,Sedan,31022,Grey
9549,45802453,22894,HYUNDAI,Grandeur,2013,Sedan,55171,Black
9550,45771396,1333,KIA,Optima,2018,Sedan,52710,Blue
9551,45810032,59827,HONDA,Civic,2019,Sedan,8115,Silver
9552,45617861,8938,MERCEDES-BENZ,E 350,2010,Sedan,256914,Grey
9553,45760402,7527,HONDA,FIT,2004,Hatchback,150000,Silver
9554,45799531,18189,BMW,528,2007,Sedan,230000,Black
9555,40808507,26657,HYUNDAI,Sonata 2.4L,2017,Sedan,102569,Silver
9556,45809838,1333,CHEVROLET,Impala,2016,Sedan,120696,Silver
9557,45706518,18826,LEXUS,CT 200h,2012,Hatchback,184000,Black
9558,45298110,31047,MITSUBISHI,Outlander Sport,2019,Jeep,2400,Black
9559,45642122,18817,MERCEDES-BENZ,C 300,2015,Sedan,0,White
9560,45816445,5802,HONDA,FIT,2011,Hatchback,95000,Blue
9561,45732979,11290,HYUNDAI,Sonata,2016,Sedan,325139,Silver
9562,45727764,6115,LEXUS,ES 300,2013,Sedan,152400,Silver
